Sensor No.,Temperature,Fault Type
5,26,No Fault
4,48,No Fault
3,-14,Drift Fault
5,34,No Fault
3,2,Drift Fault
5,38,No Fault
5,1,Drift Fault
7,31,No Fault
2,48,No Fault
3,9,Soft Fault
4,94,Hard Fault
6,-18,Drift Fault
6,22,No Fault
9,0,Drift Fault
6,51,No Fault
8,32,No Fault
6,31,No Fault
2,90,Spike and Bias Fault
9,0,Drift Fault
3,56,No Fault
1,43,No Fault
5,13,Soft Fault
7,5,Soft Fault
2,10,Soft Fault
4,19,Soft Fault
3,26,No Fault
4,23,No Fault
3,26,No Fault
4,44,No Fault
6,13,Soft Fault
4,30,No Fault
8,30,No Fault
4,25,No Fault
3,-6,Drift Fault
3,-2,Drift Fault
6,29,No Fault
9,48,No Fault
9,35,No Fault
5,16,Soft Fault
9,12,Soft Fault
2,0,Drift Fault
3,42,No Fault
2,13,Soft Fault
9,5,Soft Fault
1,14,Soft Fault
8,15,Soft Fault
1,-5,Drift Fault
9,-5,Drift Fault
2,41,No Fault
3,61,No Fault
4,34,No Fault
3,41,No Fault
7,31,No Fault
6,57,No Fault
3,11,Soft Fault
3,24,No Fault
6,51,No Fault
1,38,No Fault
9,14,Soft Fault
9,-9,Drift Fault
4,49,No Fault
8,58,No Fault
3,12,Soft Fault
10,-10,Drift Fault
8,5,Soft Fault
10,11,Soft Fault
4,49,No Fault
1,-3,Drift Fault
9,22,No Fault
5,35,No Fault
10,21,No Fault
5,31,No Fault
4,86,Spike and Bias Fault
9,47,No Fault
2,33,No Fault
4,60,No Fault
6,5,Soft Fault
9,-6,Drift Fault
5,24,No Fault
8,67,No Fault
5,53,No Fault
6,-10,Drift Fault
5,20,No Fault
7,6,Soft Fault
4,19,Soft Fault
1,46,No Fault
2,44,No Fault
6,56,No Fault
8,27,No Fault
2,39,No Fault
7,43,No Fault
4,76,Spike and Bias Fault
8,32,No Fault
3,24,No Fault
9,25,No Fault
3,39,No Fault
3,90,Spike and Bias Fault
9,29,No Fault
8,38,No Fault
1,16,Soft Fault
5,82,Spike and Bias Fault
5,1,Drift Fault
10,27,No Fault
8,-4,Drift Fault
7,50,No Fault
4,44,No Fault
4,6,Soft Fault
4,2,Drift Fault
9,49,No Fault
7,6,Soft Fault
8,-20,Drift Fault
1,93,Hard Fault
7,-6,Drift Fault
2,77,Spike and Bias Fault
10,19,Soft Fault
7,67,No Fault
2,65,No Fault
6,38,No Fault
7,77,Spike and Bias Fault
1,92,Hard Fault
7,7,Soft Fault
3,42,No Fault
10,0,Drift Fault
9,65,No Fault
1,4,Drift Fault
4,47,No Fault
5,3,Drift Fault
9,20,No Fault
1,46,No Fault
9,63,No Fault
9,20,No Fault
2,24,No Fault
6,0,Drift Fault
9,4,Drift Fault
1,18,Soft Fault
9,29,No Fault
2,36,No Fault
9,-19,Drift Fault
5,47,No Fault
1,30,No Fault
10,4,Drift Fault
6,8,Soft Fault
1,42,No Fault
6,80,Spike and Bias Fault
10,13,Soft Fault
6,-20,Drift Fault
1,9,Soft Fault
1,81,Spike and Bias Fault
2,12,Soft Fault
3,94,Hard Fault
3,2,Drift Fault
7,94,Hard Fault
2,51,No Fault
2,47,No Fault
5,-17,Drift Fault
2,36,No Fault
2,57,No Fault
10,37,No Fault
8,76,Spike and Bias Fault
1,18,Soft Fault
8,59,No Fault
6,54,No Fault
4,4,Drift Fault
5,2,Drift Fault
8,46,No Fault
7,59,No Fault
7,33,No Fault
9,39,No Fault
1,0,Drift Fault
8,9,Soft Fault
9,66,No Fault
3,26,No Fault
10,31,No Fault
1,56,No Fault
3,41,No Fault
3,-5,Drift Fault
6,38,No Fault
7,56,No Fault
5,49,No Fault
3,2,Drift Fault
3,64,No Fault
2,76,Spike and Bias Fault
2,21,No Fault
9,94,Hard Fault
1,49,No Fault
9,6,Soft Fault
1,50,No Fault
8,45,No Fault
3,86,Spike and Bias Fault
5,24,No Fault
6,6,Soft Fault
1,13,Soft Fault
1,59,No Fault
4,11,Soft Fault
3,15,Soft Fault
5,51,No Fault
4,16,Soft Fault
9,27,No Fault
1,-2,Drift Fault
9,53,No Fault
2,96,Hard Fault
10,99,Hard Fault
1,-6,Drift Fault
9,62,No Fault
4,3,Drift Fault
4,96,Hard Fault
5,56,No Fault
9,41,No Fault
2,23,No Fault
2,14,Soft Fault
10,56,No Fault
9,58,No Fault
7,10,Soft Fault
10,23,No Fault
3,43,No Fault
6,24,No Fault
1,24,No Fault
10,47,No Fault
6,-1,Drift Fault
5,28,No Fault
7,95,Hard Fault
10,-16,Drift Fault
4,35,No Fault
1,14,Soft Fault
10,43,No Fault
3,28,No Fault
10,34,No Fault
7,24,No Fault
4,57,No Fault
4,9,Soft Fault
9,79,Spike and Bias Fault
9,22,No Fault
2,30,No Fault
3,25,No Fault
8,5,Soft Fault
8,22,No Fault
3,9,Soft Fault
6,5,Soft Fault
9,20,No Fault
10,33,No Fault
3,18,Soft Fault
2,31,No Fault
5,55,No Fault
7,47,No Fault
3,49,No Fault
1,27,No Fault
2,53,No Fault
8,33,No Fault
10,97,Hard Fault
1,37,No Fault
8,17,Soft Fault
8,36,No Fault
3,25,No Fault
9,44,No Fault
8,20,No Fault
9,-6,Drift Fault
1,0,Drift Fault
1,75,Spike and Bias Fault
10,9,Soft Fault
10,36,No Fault
3,5,Soft Fault
6,26,No Fault
6,52,No Fault
7,-19,Drift Fault
4,32,No Fault
10,32,No Fault
1,25,No Fault
10,-19,Drift Fault
6,40,No Fault
9,5,Soft Fault
3,-20,Drift Fault
7,63,No Fault
6,10,Soft Fault
8,28,No Fault
1,11,Soft Fault
9,43,No Fault
6,4,Drift Fault
6,64,No Fault
2,50,No Fault
10,3,Drift Fault
9,29,No Fault
1,18,Soft Fault
7,21,No Fault
2,50,No Fault
10,-16,Drift Fault
6,29,No Fault
1,27,No Fault
2,22,No Fault
8,96,Hard Fault
6,32,No Fault
7,77,Spike and Bias Fault
4,29,No Fault
2,31,No Fault
9,35,No Fault
9,40,No Fault
6,13,Soft Fault
3,-15,Drift Fault
10,6,Soft Fault
7,91,Hard Fault
1,7,Soft Fault
4,47,No Fault
3,39,No Fault
1,31,No Fault
5,-5,Drift Fault
1,66,No Fault
1,33,No Fault
6,10,Soft Fault
3,11,Soft Fault
10,40,No Fault
3,43,No Fault
2,26,No Fault
6,75,Spike and Bias Fault
4,43,No Fault
8,50,No Fault
8,45,No Fault
10,88,Spike and Bias Fault
4,7,Soft Fault
7,49,No Fault
4,29,No Fault
3,31,No Fault
2,41,No Fault
10,6,Soft Fault
4,44,No Fault
6,15,Soft Fault
1,20,No Fault
7,39,No Fault
10,53,No Fault
4,50,No Fault
4,27,No Fault
10,34,No Fault
2,6,Soft Fault
3,42,No Fault
7,45,No Fault
4,20,No Fault
1,3,Drift Fault
7,27,No Fault
8,96,Hard Fault
3,41,No Fault
10,36,No Fault
3,6,Soft Fault
7,74,Spike and Bias Fault
9,36,No Fault
4,37,No Fault
3,5,Soft Fault
3,12,Soft Fault
7,32,No Fault
2,42,No Fault
6,89,Spike and Bias Fault
5,-10,Drift Fault
8,40,No Fault
8,50,No Fault
7,4,Drift Fault
5,2,Drift Fault
2,2,Drift Fault
8,47,No Fault
6,41,No Fault
10,79,Spike and Bias Fault
7,57,No Fault
1,61,No Fault
6,50,No Fault
9,2,Drift Fault
4,55,No Fault
8,41,No Fault
7,4,Drift Fault
9,10,Soft Fault
6,24,No Fault
6,11,Soft Fault
2,57,No Fault
3,11,Soft Fault
10,8,Soft Fault
10,7,Soft Fault
2,3,Drift Fault
6,50,No Fault
2,57,No Fault
4,11,Soft Fault
4,37,No Fault
3,25,No Fault
7,40,No Fault
10,29,No Fault
1,19,Soft Fault
5,56,No Fault
6,27,No Fault
8,38,No Fault
10,48,No Fault
7,3,Drift Fault
6,70,No Fault
2,40,No Fault
9,6,Soft Fault
10,42,No Fault
3,90,Spike and Bias Fault
6,-18,Drift Fault
3,6,Soft Fault
7,45,No Fault
7,20,No Fault
8,10,Soft Fault
6,29,No Fault
4,60,No Fault
8,-5,Drift Fault
7,22,No Fault
1,90,Spike and Bias Fault
5,27,No Fault
9,14,Soft Fault
7,53,No Fault
7,87,Spike and Bias Fault
1,75,Spike and Bias Fault
3,26,No Fault
4,13,Soft Fault
7,97,Hard Fault
7,90,Spike and Bias Fault
10,23,No Fault
8,47,No Fault
4,-19,Drift Fault
4,8,Soft Fault
8,44,No Fault
2,76,Spike and Bias Fault
4,-19,Drift Fault
9,42,No Fault
2,23,No Fault
2,72,Spike and Bias Fault
9,22,No Fault
5,1,Drift Fault
10,16,Soft Fault
1,23,No Fault
4,30,No Fault
6,16,Soft Fault
9,13,Soft Fault
1,23,No Fault
4,37,No Fault
5,64,No Fault
9,6,Soft Fault
6,-9,Drift Fault
8,-15,Drift Fault
8,57,No Fault
3,32,No Fault
1,54,No Fault
5,8,Soft Fault
10,40,No Fault
5,58,No Fault
1,0,Drift Fault
6,17,Soft Fault
7,50,No Fault
3,8,Soft Fault
5,1,Drift Fault
1,6,Soft Fault
4,33,No Fault
2,19,Soft Fault
4,41,No Fault
5,35,No Fault
9,48,No Fault
8,-16,Drift Fault
10,-9,Drift Fault
3,86,Spike and Bias Fault
4,36,No Fault
5,9,Soft Fault
10,47,No Fault
6,1,Drift Fault
8,57,No Fault
7,40,No Fault
5,68,No Fault
10,21,No Fault
1,73,Spike and Bias Fault
6,41,No Fault
3,7,Soft Fault
2,44,No Fault
6,61,No Fault
3,29,No Fault
7,52,No Fault
9,-17,Drift Fault
6,28,No Fault
3,15,Soft Fault
1,0,Drift Fault
5,63,No Fault
4,-1,Drift Fault
6,6,Soft Fault
7,5,Soft Fault
9,49,No Fault
4,99,Hard Fault
1,4,Drift Fault
10,70,No Fault
5,44,No Fault
5,97,Hard Fault
9,33,No Fault
10,82,Spike and Bias Fault
2,21,No Fault
8,39,No Fault
6,32,No Fault
5,-11,Drift Fault
6,40,No Fault
1,35,No Fault
4,98,Hard Fault
7,38,No Fault
4,46,No Fault
6,31,No Fault
3,54,No Fault
4,49,No Fault
8,8,Soft Fault
2,11,Soft Fault
6,46,No Fault
1,48,No Fault
10,28,No Fault
8,40,No Fault
4,78,Spike and Bias Fault
9,81,Spike and Bias Fault
9,55,No Fault
5,61,No Fault
5,20,No Fault
4,-20,Drift Fault
2,3,Drift Fault
4,-2,Drift Fault
6,46,No Fault
4,1,Drift Fault
1,-3,Drift Fault
5,47,No Fault
5,86,Spike and Bias Fault
1,40,No Fault
2,0,Drift Fault
5,6,Soft Fault
7,28,No Fault
7,43,No Fault
1,21,No Fault
2,65,No Fault
7,49,No Fault
3,49,No Fault
6,100,Hard Fault
8,61,No Fault
4,4,Drift Fault
5,14,Soft Fault
1,-2,Drift Fault
3,64,No Fault
6,35,No Fault
6,-19,Drift Fault
4,15,Soft Fault
3,50,No Fault
8,17,Soft Fault
1,28,No Fault
5,-9,Drift Fault
3,74,Spike and Bias Fault
6,70,No Fault
2,25,No Fault
7,13,Soft Fault
8,81,Spike and Bias Fault
8,16,Soft Fault
6,32,No Fault
5,0,Drift Fault
4,37,No Fault
1,50,No Fault
7,37,No Fault
6,13,Soft Fault
7,15,Soft Fault
8,29,No Fault
1,33,No Fault
8,7,Soft Fault
10,92,Hard Fault
8,3,Drift Fault
4,3,Drift Fault
6,20,No Fault
6,25,No Fault
1,5,Soft Fault
4,42,No Fault
6,19,Soft Fault
5,50,No Fault
2,81,Spike and Bias Fault
9,58,No Fault
5,14,Soft Fault
5,22,No Fault
3,38,No Fault
8,50,No Fault
8,29,No Fault
3,30,No Fault
9,8,Soft Fault
7,27,No Fault
4,47,No Fault
7,44,No Fault
8,49,No Fault
9,54,No Fault
2,30,No Fault
5,42,No Fault
8,15,Soft Fault
1,10,Soft Fault
3,3,Drift Fault
3,23,No Fault
4,73,Spike and Bias Fault
6,47,No Fault
7,39,No Fault
10,11,Soft Fault
3,55,No Fault
3,80,Spike and Bias Fault
2,35,No Fault
6,46,No Fault
3,65,No Fault
5,23,No Fault
1,29,No Fault
5,59,No Fault
6,49,No Fault
3,-16,Drift Fault
1,49,No Fault
5,21,No Fault
6,7,Soft Fault
1,0,Drift Fault
8,18,Soft Fault
3,-20,Drift Fault
5,36,No Fault
7,59,No Fault
10,-10,Drift Fault
3,8,Soft Fault
10,52,No Fault
4,27,No Fault
7,52,No Fault
6,-3,Drift Fault
4,93,Hard Fault
9,28,No Fault
8,34,No Fault
1,9,Soft Fault
1,36,No Fault
3,50,No Fault
4,25,No Fault
9,3,Drift Fault
2,24,No Fault
10,66,No Fault
3,23,No Fault
5,18,Soft Fault
4,74,Spike and Bias Fault
5,48,No Fault
9,44,No Fault
8,28,No Fault
4,2,Drift Fault
3,92,Hard Fault
9,55,No Fault
9,20,No Fault
2,27,No Fault
10,18,Soft Fault
6,-17,Drift Fault
5,-5,Drift Fault
1,8,Soft Fault
9,18,Soft Fault
2,37,No Fault
9,4,Drift Fault
1,7,Soft Fault
3,0,Drift Fault
5,20,No Fault
1,7,Soft Fault
7,41,No Fault
6,28,No Fault
5,82,Spike and Bias Fault
5,25,No Fault
1,55,No Fault
9,44,No Fault
1,86,Spike and Bias Fault
5,10,Soft Fault
1,9,Soft Fault
9,9,Soft Fault
6,7,Soft Fault
4,9,Soft Fault
4,49,No Fault
8,34,No Fault
3,20,No Fault
3,31,No Fault
9,17,Soft Fault
4,23,No Fault
4,19,Soft Fault
10,68,No Fault
2,23,No Fault
4,-10,Drift Fault
6,42,No Fault
1,8,Soft Fault
6,40,No Fault
7,40,No Fault
3,29,No Fault
6,36,No Fault
1,5,Soft Fault
5,22,No Fault
10,54,No Fault
2,5,Soft Fault
2,43,No Fault
5,5,Soft Fault
10,46,No Fault
4,74,Spike and Bias Fault
8,19,Soft Fault
3,45,No Fault
6,35,No Fault
2,76,Spike and Bias Fault
4,50,No Fault
6,40,No Fault
7,35,No Fault
3,82,Spike and Bias Fault
1,58,No Fault
8,-1,Drift Fault
9,30,No Fault
6,11,Soft Fault
3,52,No Fault
9,2,Drift Fault
8,7,Soft Fault
7,35,No Fault
5,46,No Fault
3,45,No Fault
1,41,No Fault
2,51,No Fault
1,7,Soft Fault
3,37,No Fault
3,43,No Fault
4,28,No Fault
4,-12,Drift Fault
5,26,No Fault
9,34,No Fault
1,49,No Fault
3,67,No Fault
8,15,Soft Fault
2,33,No Fault
5,28,No Fault
1,4,Drift Fault
4,40,No Fault
4,-16,Drift Fault
4,13,Soft Fault
3,49,No Fault
3,49,No Fault
4,31,No Fault
4,-18,Drift Fault
3,23,No Fault
3,16,Soft Fault
9,-5,Drift Fault
1,9,Soft Fault
5,54,No Fault
5,92,Hard Fault
6,68,No Fault
8,58,No Fault
7,46,No Fault
3,19,Soft Fault
7,40,No Fault
1,43,No Fault
2,63,No Fault
5,-9,Drift Fault
2,21,No Fault
2,33,No Fault
2,40,No Fault
2,9,Soft Fault
4,3,Drift Fault
1,21,No Fault
9,97,Hard Fault
1,6,Soft Fault
10,19,Soft Fault
10,13,Soft Fault
2,70,No Fault
2,28,No Fault
2,94,Hard Fault
6,37,No Fault
9,29,No Fault
6,6,Soft Fault
9,36,No Fault
6,63,No Fault
1,13,Soft Fault
8,58,No Fault
6,20,No Fault
6,32,No Fault
6,21,No Fault
5,70,No Fault
2,17,Soft Fault
4,98,Hard Fault
4,73,Spike and Bias Fault
9,1,Drift Fault
9,-18,Drift Fault
2,68,No Fault
5,-15,Drift Fault
9,17,Soft Fault
9,10,Soft Fault
2,10,Soft Fault
8,11,Soft Fault
7,19,Soft Fault
7,26,No Fault
5,8,Soft Fault
5,55,No Fault
8,24,No Fault
10,52,No Fault
7,26,No Fault
2,49,No Fault
6,31,No Fault
6,19,Soft Fault
3,49,No Fault
4,61,No Fault
4,10,Soft Fault
3,9,Soft Fault
8,42,No Fault
8,35,No Fault
5,16,Soft Fault
9,3,Drift Fault
10,-2,Drift Fault
9,31,No Fault
4,-4,Drift Fault
6,14,Soft Fault
6,-14,Drift Fault
10,27,No Fault
10,41,No Fault
6,55,No Fault
5,29,No Fault
3,48,No Fault
6,-16,Drift Fault
7,27,No Fault
1,54,No Fault
2,93,Hard Fault
6,52,No Fault
1,44,No Fault
4,-6,Drift Fault
4,37,No Fault
4,62,No Fault
8,15,Soft Fault
9,46,No Fault
7,-5,Drift Fault
6,-16,Drift Fault
3,6,Soft Fault
5,26,No Fault
9,10,Soft Fault
2,35,No Fault
4,15,Soft Fault
10,6,Soft Fault
5,64,No Fault
2,23,No Fault
10,0,Drift Fault
5,25,No Fault
10,82,Spike and Bias Fault
2,-15,Drift Fault
5,-15,Drift Fault
9,37,No Fault
7,21,No Fault
3,12,Soft Fault
7,45,No Fault
7,64,No Fault
10,24,No Fault
2,62,No Fault
6,42,No Fault
2,56,No Fault
8,61,No Fault
1,46,No Fault
8,-2,Drift Fault
4,32,No Fault
10,60,No Fault
1,35,No Fault
1,53,No Fault
1,58,No Fault
4,76,Spike and Bias Fault
6,50,No Fault
1,42,No Fault
10,15,Soft Fault
2,40,No Fault
5,5,Soft Fault
8,88,Spike and Bias Fault
9,13,Soft Fault
2,3,Drift Fault
10,7,Soft Fault
3,4,Drift Fault
8,51,No Fault
8,78,Spike and Bias Fault
10,14,Soft Fault
6,39,No Fault
6,11,Soft Fault
3,70,No Fault
10,90,Spike and Bias Fault
6,60,No Fault
1,17,Soft Fault
3,41,No Fault
8,34,No Fault
8,30,No Fault
4,41,No Fault
9,9,Soft Fault
4,38,No Fault
1,79,Spike and Bias Fault
3,2,Drift Fault
7,5,Soft Fault
5,32,No Fault
10,33,No Fault
8,44,No Fault
6,51,No Fault
3,-12,Drift Fault
3,63,No Fault
5,-3,Drift Fault
8,63,No Fault
7,-12,Drift Fault
3,16,Soft Fault
10,0,Drift Fault
1,17,Soft Fault
5,80,Spike and Bias Fault
2,11,Soft Fault
6,44,No Fault
3,20,No Fault
7,10,Soft Fault
9,30,No Fault
8,25,No Fault
5,32,No Fault
8,28,No Fault
1,47,No Fault
7,52,No Fault
5,8,Soft Fault
10,29,No Fault
5,24,No Fault
2,46,No Fault
4,50,No Fault
10,-1,Drift Fault
1,10,Soft Fault
10,10,Soft Fault
1,18,Soft Fault
10,2,Drift Fault
3,25,No Fault
5,33,No Fault
8,3,Drift Fault
6,35,No Fault
8,81,Spike and Bias Fault
4,58,No Fault
2,17,Soft Fault
3,55,No Fault
6,16,Soft Fault
7,59,No Fault
4,-17,Drift Fault
5,44,No Fault
3,30,No Fault
5,80,Spike and Bias Fault
9,44,No Fault
2,99,Hard Fault
8,50,No Fault
3,12,Soft Fault
6,64,No Fault
10,26,No Fault
9,53,No Fault
9,54,No Fault
5,24,No Fault
5,24,No Fault
9,22,No Fault
2,5,Soft Fault
8,16,Soft Fault
2,10,Soft Fault
4,76,Spike and Bias Fault
1,76,Spike and Bias Fault
8,37,No Fault
1,33,No Fault
9,-11,Drift Fault
7,71,Spike and Bias Fault
10,64,No Fault
5,53,No Fault
9,-8,Drift Fault
9,62,No Fault
7,16,Soft Fault
7,6,Soft Fault
8,16,Soft Fault
3,43,No Fault
5,38,No Fault
10,1,Drift Fault
8,35,No Fault
1,74,Spike and Bias Fault
4,100,Hard Fault
10,4,Drift Fault
5,21,No Fault
4,52,No Fault
4,-3,Drift Fault
8,11,Soft Fault
8,17,Soft Fault
6,10,Soft Fault
10,64,No Fault
6,34,No Fault
2,23,No Fault
9,60,No Fault
8,13,Soft Fault
9,9,Soft Fault
8,11,Soft Fault
9,43,No Fault
2,21,No Fault
2,8,Soft Fault
10,41,No Fault
8,49,No Fault
3,4,Drift Fault
9,15,Soft Fault
7,13,Soft Fault
5,31,No Fault
6,59,No Fault
10,4,Drift Fault
1,47,No Fault
5,46,No Fault
3,48,No Fault
3,25,No Fault
7,11,Soft Fault
2,20,No Fault
6,21,No Fault
8,-12,Drift Fault
2,-7,Drift Fault
7,22,No Fault
9,35,No Fault
8,11,Soft Fault
9,48,No Fault
7,41,No Fault
5,5,Soft Fault
3,95,Hard Fault
1,38,No Fault
3,58,No Fault
6,-16,Drift Fault
6,11,Soft Fault
9,10,Soft Fault
7,24,No Fault
3,80,Spike and Bias Fault
4,-18,Drift Fault
1,12,Soft Fault
4,37,No Fault
1,-10,Drift Fault
10,25,No Fault
5,9,Soft Fault
6,48,No Fault
3,73,Spike and Bias Fault
5,58,No Fault
10,67,No Fault
1,19,Soft Fault
6,14,Soft Fault
1,6,Soft Fault
1,59,No Fault
7,14,Soft Fault
3,13,Soft Fault
10,18,Soft Fault
7,55,No Fault
4,14,Soft Fault
1,100,Hard Fault
6,30,No Fault
5,59,No Fault
2,91,Hard Fault
10,36,No Fault
7,38,No Fault
1,43,No Fault
9,46,No Fault
5,43,No Fault
2,46,No Fault
10,4,Drift Fault
6,28,No Fault
5,-14,Drift Fault
7,44,No Fault
1,24,No Fault
10,14,Soft Fault
8,17,Soft Fault
7,-19,Drift Fault
6,97,Hard Fault
1,-3,Drift Fault
9,21,No Fault
10,22,No Fault
5,47,No Fault
4,25,No Fault
8,46,No Fault
9,94,Hard Fault
3,55,No Fault
8,22,No Fault
9,28,No Fault
8,43,No Fault
5,78,Spike and Bias Fault
7,65,No Fault
8,18,Soft Fault
4,46,No Fault
6,27,No Fault
5,35,No Fault
5,12,Soft Fault
5,43,No Fault
1,3,Drift Fault
4,14,Soft Fault
3,60,No Fault
5,32,No Fault
8,89,Spike and Bias Fault
1,41,No Fault
10,66,No Fault
7,12,Soft Fault
7,8,Soft Fault
10,1,Drift Fault
7,24,No Fault
7,-1,Drift Fault
6,63,No Fault
9,17,Soft Fault
5,94,Hard Fault
7,21,No Fault
1,54,No Fault
10,11,Soft Fault
1,54,No Fault
3,66,No Fault
8,21,No Fault
6,44,No Fault
7,34,No Fault
2,19,Soft Fault
10,14,Soft Fault
8,3,Drift Fault
4,54,No Fault
2,-14,Drift Fault
7,-10,Drift Fault
1,24,No Fault
8,41,No Fault
1,48,No Fault
9,39,No Fault
8,11,Soft Fault
1,44,No Fault
8,13,Soft Fault
3,46,No Fault
3,38,No Fault
7,11,Soft Fault
10,33,No Fault
5,17,Soft Fault
1,6,Soft Fault
1,53,No Fault
2,5,Soft Fault
4,43,No Fault
1,26,No Fault
8,29,No Fault
6,75,Spike and Bias Fault
6,35,No Fault
4,7,Soft Fault
10,9,Soft Fault
2,24,No Fault
8,9,Soft Fault
1,6,Soft Fault
5,6,Soft Fault
4,-13,Drift Fault
3,21,No Fault
7,28,No Fault
7,35,No Fault
4,26,No Fault
3,47,No Fault
9,95,Hard Fault
8,19,Soft Fault
1,7,Soft Fault
5,48,No Fault
10,5,Soft Fault
5,92,Hard Fault
7,29,No Fault
1,35,No Fault
4,29,No Fault
10,9,Soft Fault
3,37,No Fault
3,23,No Fault
5,4,Drift Fault
2,6,Soft Fault
5,22,No Fault
2,10,Soft Fault
6,1,Drift Fault
2,35,No Fault
7,48,No Fault
6,30,No Fault
2,36,No Fault
10,24,No Fault
10,-5,Drift Fault
7,24,No Fault
6,97,Hard Fault
1,36,No Fault
4,32,No Fault
8,63,No Fault
3,37,No Fault
2,35,No Fault
4,11,Soft Fault
5,32,No Fault
4,15,Soft Fault
3,71,Spike and Bias Fault
7,88,Spike and Bias Fault
6,-5,Drift Fault
7,64,No Fault
3,44,No Fault
1,59,No Fault
7,18,Soft Fault
3,23,No Fault
8,-20,Drift Fault
9,2,Drift Fault
3,48,No Fault
10,21,No Fault
6,25,No Fault
8,66,No Fault
6,54,No Fault
9,3,Drift Fault
8,57,No Fault
8,31,No Fault
3,14,Soft Fault
7,-14,Drift Fault
2,48,No Fault
10,45,No Fault
6,53,No Fault
7,32,No Fault
1,54,No Fault
10,49,No Fault
8,51,No Fault
4,6,Soft Fault
2,40,No Fault
2,14,Soft Fault
6,14,Soft Fault
7,13,Soft Fault
1,22,No Fault
5,85,Spike and Bias Fault
1,19,Soft Fault
6,52,No Fault
4,2,Drift Fault
9,-9,Drift Fault
4,98,Hard Fault
2,35,No Fault
9,21,No Fault
6,65,No Fault
8,75,Spike and Bias Fault
7,-2,Drift Fault
10,4,Drift Fault
8,-2,Drift Fault
4,30,No Fault
9,93,Hard Fault
3,38,No Fault
8,25,No Fault
5,27,No Fault
6,42,No Fault
4,34,No Fault
9,55,No Fault
8,1,Drift Fault
6,38,No Fault
4,-4,Drift Fault
2,9,Soft Fault
3,71,Spike and Bias Fault
2,89,Spike and Bias Fault
5,45,No Fault
9,-19,Drift Fault
6,53,No Fault
5,11,Soft Fault
1,38,No Fault
4,30,No Fault
1,71,Spike and Bias Fault
10,-1,Drift Fault
2,31,No Fault
9,14,Soft Fault
5,51,No Fault
2,6,Soft Fault
4,37,No Fault
5,46,No Fault
8,20,No Fault
8,7,Soft Fault
10,44,No Fault
6,47,No Fault
7,84,Spike and Bias Fault
1,19,Soft Fault
3,81,Spike and Bias Fault
7,50,No Fault
7,18,Soft Fault
5,30,No Fault
9,62,No Fault
7,20,No Fault
5,46,No Fault
3,66,No Fault
3,-19,Drift Fault
10,40,No Fault
10,48,No Fault
2,39,No Fault
9,5,Soft Fault
3,34,No Fault
10,36,No Fault
7,97,Hard Fault
10,84,Spike and Bias Fault
3,76,Spike and Bias Fault
10,49,No Fault
7,53,No Fault
10,24,No Fault
7,41,No Fault
2,39,No Fault
10,31,No Fault
4,78,Spike and Bias Fault
6,35,No Fault
8,70,No Fault
4,8,Soft Fault
1,36,No Fault
4,1,Drift Fault
5,10,Soft Fault
3,-2,Drift Fault
7,18,Soft Fault
8,59,No Fault
9,29,No Fault
4,-1,Drift Fault
5,48,No Fault
7,-12,Drift Fault
8,-1,Drift Fault
8,54,No Fault
1,55,No Fault
4,19,Soft Fault
4,47,No Fault
1,45,No Fault
8,18,Soft Fault
7,31,No Fault
9,26,No Fault
9,42,No Fault
4,35,No Fault
9,10,Soft Fault
7,9,Soft Fault
2,21,No Fault
8,2,Drift Fault
4,39,No Fault
5,8,Soft Fault
1,40,No Fault
6,26,No Fault
1,20,No Fault
2,4,Drift Fault
6,13,Soft Fault
9,34,No Fault
2,23,No Fault
5,9,Soft Fault
7,60,No Fault
6,56,No Fault
1,36,No Fault
9,18,Soft Fault
10,38,No Fault
8,48,No Fault
5,20,No Fault
2,3,Drift Fault
4,13,Soft Fault
3,43,No Fault
6,48,No Fault
6,19,Soft Fault
10,29,No Fault
6,-13,Drift Fault
9,19,Soft Fault
4,48,No Fault
1,36,No Fault
10,3,Drift Fault
2,32,No Fault
8,49,No Fault
7,40,No Fault
4,35,No Fault
10,33,No Fault
2,48,No Fault
4,6,Soft Fault
1,15,Soft Fault
10,55,No Fault
10,34,No Fault
2,2,Drift Fault
6,37,No Fault
7,20,No Fault
8,40,No Fault
10,33,No Fault
7,92,Hard Fault
5,2,Drift Fault
4,17,Soft Fault
7,87,Spike and Bias Fault
2,98,Hard Fault
1,25,No Fault
2,18,Soft Fault
2,7,Soft Fault
10,36,No Fault
1,0,Drift Fault
1,4,Drift Fault
2,48,No Fault
2,-12,Drift Fault
5,4,Drift Fault
2,56,No Fault
9,20,No Fault
10,44,No Fault
4,20,No Fault
6,76,Spike and Bias Fault
6,10,Soft Fault
1,58,No Fault
1,40,No Fault
6,-7,Drift Fault
8,85,Spike and Bias Fault
3,0,Drift Fault
6,38,No Fault
4,10,Soft Fault
5,53,No Fault
4,19,Soft Fault
8,27,No Fault
5,18,Soft Fault
2,44,No Fault
8,44,No Fault
10,2,Drift Fault
4,68,No Fault
6,59,No Fault
7,49,No Fault
2,29,No Fault
1,0,Drift Fault
7,29,No Fault
6,26,No Fault
10,50,No Fault
3,25,No Fault
7,13,Soft Fault
5,35,No Fault
4,40,No Fault
3,80,Spike and Bias Fault
8,11,Soft Fault
9,44,No Fault
2,52,No Fault
5,34,No Fault
